    0.984026730060577393E+01    0.303291082382202148E+01   -0.957865164997187138E+09   -0.621460743175560815E+01    1
    0.990334212779998779E+01    0.805891156196594238E+01   -0.956087097327992201E+09   -0.621660743175561681E+01    1
    0.973253905773162842E+01    0.914484858512878418E+01   -0.903064705884528875E+09   -0.621860743175561392E+01    1
    0.991334676742553711E+01    0.152360588312149048E+02   -0.901899441914398193E+09   -0.622060743175561814E+01    1
    0.955854475498199463E+01    0.252296924591064453E+01   -0.881838575216017485E+09   -0.622260743175562414E+01    1
    0.949392199516296387E+01    0.166942179203033447E+01   -0.865828205680906296E+09   -0.622460743175562925E+01    1
    0.953810334205627441E+01    0.103932768106460571E+02   -0.843935280194489956E+09   -0.622660743175562548E+01    1
    0.977767169475555420E+01    0.180441170930862427E+02   -0.836553866199705601E+09   -0.622860743175562526E+01    1
    0.938612759113311768E+01    0.952775180339813232E+01   -0.810407783806746602E+09   -0.623060743175562948E+01    1
    0.943360090255737305E+01    0.120503813028335571E+02   -0.805824142664420128E+09   -0.623260743175562393E+01    1
    0.984007298946380615E+01    0.220275640487670898E+02   -0.802388515629617453E+09   -0.623460743175563081E+01    1
    0.926229596138000488E+01    0.471093058586120605E+01   -0.799851375655739427E+09   -0.623660743175562082E+01    1
    0.923377871513366699E+01    0.211284756660461426E+01   -0.798004533395354033E+09   -0.623860743175562416E+01    1
    0.938244998455047607E+01    0.120322555303573608E+02   -0.793171530223274589E+09   -0.624060743175563726E+01    1
    0.981322109699249268E+01    0.222852587699890137E+02   -0.792424622430066943E+09   -0.624260743175562549E+01    1
    0.947754740715026855E+01    0.159964412450790405E+02   -0.783422855976874709E+09   -0.624460743175562794E+01    1
    0.911925911903381348E+01    0.873243808746337891E+00   -0.770439526549028039E+09   -0.624660743175561439E+01    1
    0.935444414615631104E+01    0.171186625957489014E+02   -0.742956083860339403E+09   -0.624860743175559463E+01    1
    0.965364515781402588E+01    0.231760680675506592E+02   -0.742820854785664320E+09   -0.625060743175561750E+01    1
    0.947483122348785400E+01    0.199485152959823608E+02   -0.741257450162071466E+09   -0.625260743175562173E+01    1
    0.910083174705505371E+01    0.936744809150695801E+01   -0.740809709937582731E+09   -0.625460743175560463E+01    1
    0.998080492019653320E+01    0.287333965301513672E+02   -0.733974943926780581E+09   -0.625660743175562306E+01    1
    0.920475482940673828E+01    0.150852382183074951E+02   -0.726170932799222589E+09   -0.625860743175563883E+01    1
    0.915842473506927490E+01    0.143068879842758179E+02   -0.721668421029104710E+09   -0.626060743175564038E+01    1
    0.888704180717468262E+01    0.115904808044433594E+01   -0.713809109287521482E+09   -0.626260743175563128E+01    1
    0.910201787948608398E+01    0.144953131675720215E+02   -0.706993623667234182E+09   -0.626460743175563195E+01    1
    0.895427882671356201E+01    0.112407773733139038E+02   -0.695466239730163455E+09   -0.626660743175561752E+01    1
    0.880332112312316895E+01    0.140419900417327881E+01   -0.693848927457712770E+09   -0.626860743175560398E+01    1
    0.877897799015045166E+01    0.334820151329040527E+01   -0.685631719428531647E+09   -0.627060743175561264E+01    1
    0.874456524848937988E+01    0.997531414031982422E+00   -0.680421963864297867E+09   -0.627260743175561153E+01    1
    0.873857080936431885E+01    0.211569666862487793E+00   -0.679317986881604791E+09   -0.627460743175562907E+01    1
    0.868988037109375000E+01    0.101311206817626953E+01   -0.667790452352068543E+09   -0.627660743175563507E+01    1
    0.874526202678680420E+01    0.127339959144592285E+02   -0.638799021257437468E+09   -0.627860743175562508E+01    1
    0.871083140373229980E+01    0.115505158901214600E+02   -0.638433296332386851E+09   -0.628060743175561775E+01    1
    0.956320106983184814E+01    0.293643683195114136E+02   -0.634521647744476199E+09   -0.628260743175562553E+01    1
    0.898502826690673828E+01    0.200912415981292725E+02   -0.630066363957759023E+09   -0.628460743175561731E+01    1
    0.850668728351593018E+01    0.485247373580932617E+00   -0.626655479906942606E+09   -0.628660743175561265E+01    1
    0.847069978713989258E+01    0.304726362228393555E+01   -0.616368562476099730E+09   -0.628860743175561243E+01    1
    0.862626612186431885E+01    0.137047916650772095E+02   -0.606572898187397242E+09   -0.629060743175560244E+01    1
    0.840947389602661133E+01    0.541979074478149414E+00   -0.605265206848646283E+09   -0.629260743175560666E+01    1
    0.870250046253204346E+01    0.176000565290451050E+02   -0.593358086826817989E+09   -0.629460743175559845E+01    1
    0.833325386047363281E+01    0.229746401309967041E+01   -0.587524249999859929E+09   -0.629660743175561777E+01    1
    0.947020709514617920E+01    0.314837068319320679E+02   -0.583880113797526479E+09   -0.629860743175561844E+01    1
    0.834285140037536621E+01    0.598206222057342529E+01   -0.582304230769879818E+09   -0.630060743175561555E+01    1
    0.898718535900115967E+01    0.246102631092071533E+02   -0.581106263057192326E+09   -0.630260743175562688E+01    1
    0.952533066272735596E+01    0.325654119253158569E+02   -0.577823460810389519E+09   -0.630460743175560623E+01    1
    0.828660368919372559E+01    0.264748632907867432E+01   -0.577155618788741350E+09   -0.630660743175559624E+01    1
    0.926807343959808350E+01    0.294085443019866943E+02   -0.574944298435467005E+09   -0.630860743175560490E+01    1
    0.834294378757476807E+01    0.821965038776397705E+01   -0.574897771513412356E+09   -0.631060743175560468E+01    1
    0.867636203765869141E+01    0.192147642374038696E+02   -0.573922790089173317E+09   -0.631260743175561778E+01    1
    0.933247089385986328E+01    0.306399017572402954E+02   -0.569857257522602081E+09   -0.631460743175562911E+01    1
    0.826227188110351562E+01    0.437895059585571289E+01   -0.569143002540503263E+09   -0.631660743175561201E+01    1
    0.988452255725860596E+01    0.381970584392547607E+02   -0.550299820111362457E+09   -0.631860743175562067E+01    1
    0.874251186847686768E+01    0.231517821550369263E+02   -0.548798608345479369E+09   -0.632060743175563289E+01    1
    0.823973774909973145E+01    0.107924193143844604E+02   -0.542456269208627820E+09   -0.632260743175561224E+01    1
    0.940775990486145020E+01    0.334459751844406128E+02   -0.542217513560568213E+09   -0.632460743175559870E+01    1
    0.813731491565704346E+01    0.639550387859344482E+01   -0.538328005317186236E+09   -0.632660743175561624E+01    1
    0.843510687351226807E+01    0.182767391204833984E+02   -0.533536712253514826E+09   -0.632860743175563911E+01    1
    0.836535394191741943E+01    0.186407327651977539E+02   -0.517013779490318775E+09   -0.633060743175562202E+01    1
    0.874969065189361572E+01    0.263148814439773560E+02   -0.515499532729971647E+09   -0.633260743175559249E+01    1
    0.816837310791015625E+01    0.135387539863586426E+02   -0.513723028481697142E+09   -0.633460743175558871E+01    1
    0.833821117877960205E+01    0.184899955987930298E+02   -0.512974959176244378E+09   -0.633660743175559649E+01    1
    0.828004837036132812E+01    0.170283645391464233E+02   -0.512801318249603331E+09   -0.633860743175561048E+01    1
    0.849749743938446045E+01    0.221829026937484741E+02   -0.511312409153134823E+09   -0.634060743175563069E+01    1
    0.802643895149230957E+01    0.120426237583160400E+02   -0.494147385096206427E+09   -0.634260743175563579E+01    1
    0.949567735195159912E+01    0.377401679754257202E+02   -0.490429138466099024E+09   -0.634460743175560893E+01    1
    0.819117784500122070E+01    0.182967513799667358E+02   -0.486535568628997147E+09   -0.634660743175560604E+01    1
    0.849930822849273682E+01    0.247661054134368896E+02   -0.486174836778903246E+09   -0.634860743175562181E+01    1
    0.782543957233428955E+01    0.582411885261535645E+01   -0.478164333605103254E+09   -0.635060743175562870E+01    1
    0.797304332256317139E+01    0.133689135313034058E+02   -0.477127771307532489E+09   -0.635260743175563292E+01    1
    0.782718777656555176E+01    0.684975385665893555E+01   -0.475875209710609257E+09   -0.635460743175561582E+01    1
    0.778367221355438232E+01    0.435054600238800049E+01   -0.473221704395067036E+09   -0.635660743175559517E+01    1
    0.986278235912322998E+01    0.423813998699188232E+02   -0.472880873581145406E+09   -0.635860743175559318E+01    1
    0.836909711360931396E+01    0.242073088884353638E+02   -0.468272446125983357E+09   -0.636060743175560539E+01    1
    0.787711262702941895E+01    0.117446780204772949E+02   -0.467217631409310639E+09   -0.636260743175563359E+01    1
    0.845432460308074951E+01    0.262375831604003906E+02   -0.462928481190930486E+09   -0.636460743175564847E+01    1
    0.875070929527282715E+01    0.308732926845550537E+02   -0.461363133481240749E+09   -0.636660743175563049E+01    1
    0.911341130733489990E+01    0.355192065238952637E+02   -0.460294209928300738E+09   -0.636860743175562583E+01    1
    0.826070725917816162E+01    0.232058346271514893E+02   -0.458387839833762646E+09   -0.637060743175562383E+01    1
    0.864760398864746094E+01    0.297133743762969971E+02   -0.457764694279213488E+09   -0.637260743175561917E+01    1
    0.884772241115570068E+01    0.325164288282394409E+02   -0.456976712787266433E+09   -0.637460743175561362E+01    1
    0.792076766490936279E+01    0.157639384269714355E+02   -0.453726473901972413E+09   -0.637660743175561517E+01    1
    0.769301950931549072E+01    0.567600131034851074E+01   -0.453497311725417376E+09   -0.637860743175564071E+01    1
    0.934533178806304932E+01    0.390964567661285400E+02   -0.444654692078233480E+09   -0.638060743175564671E+01    1
    0.886918365955352783E+01    0.339164674282073975E+02   -0.442220289518731236E+09   -0.638260743175563405E+01    1
    0.757293462753295898E+01    0.365797877311706543E+01   -0.435002751137573481E+09   -0.638460743175561074E+01    1
    0.776794373989105225E+01    0.143021702766418457E+02   -0.434484812431114256E+09   -0.638660743175559809E+01    1
    0.794352710247039795E+01    0.195161908864974976E+02   -0.432672673184521377E+09   -0.638860743175559342E+01    1
    0.922965288162231445E+01    0.387054115533828735E+02   -0.432429376778915823E+09   -0.639060743175560653E+01    1
    0.755077123641967773E+01    0.552585721015930176E+01   -0.427735449114049971E+09   -0.639260743175562762E+01    1
    0.927024483680725098E+01    0.396947503089904785E+02   -0.423903820973708987E+09   -0.639460743175562918E+01    1
    0.808432936668395996E+01    0.236500412225723267E+02   -0.423802584578301013E+09   -0.639660743175562985E+01    1
    0.835375726222991943E+01    0.284832507371902466E+02   -0.422171136913310528E+09   -0.639860743175563318E+01    1
    0.759980022907257080E+01    0.113974869251251221E+02   -0.418303855338744581E+09   -0.640060743175562852E+01    1
    0.778582215309143066E+01    0.184281677007675171E+02   -0.412914349749157965E+09   -0.640260743175562119E+01    1
    0.847722768783569336E+01    0.311497569084167480E+02   -0.412866016796160758E+09   -0.640460743175560676E+01    1
    0.739114403724670410E+01    0.433502197265625000E+01   -0.401527207207471609E+09   -0.640660743175560299E+01    1
    0.736674487590789795E+01    0.220896005630493164E+01   -0.399808671286864936E+09   -0.640860743175561609E+01    1
    0.778207480907440186E+01    0.205050170421600342E+02   -0.397944112608677447E+09   -0.641060743175561232E+01    1
    0.781943082809448242E+01    0.214888125658035278E+02   -0.396922155977619588E+09   -0.641260743175561654E+01    1
    0.798670530319213867E+01    0.248671919107437134E+02   -0.396921953982654691E+09   -0.641460743175561809E+01    1
    0.970955610275268555E+01    0.456663310527801514E+02   -0.394515024452695191E+09   -0.641660743175560100E+01    1
    0.864647686481475830E+01    0.349891155958175659E+02   -0.393383047884822369E+09   -0.641860743175561765E+01    1
    0.729970157146453857E+01    0.467985570430755615E+01   -0.385171191837446690E+09   -0.642060743175561655E+01    1
    0.869646549224853516E+01    0.364333420991897583E+02   -0.382715238616280675E+09   -0.642260743175562077E+01    1
